자재번호,대상장비,생성일시
1121801,P001,2025-03-13 23:31
1100760,P001,2025-03-13 23:31
1101382,R211,2023-12-21 00:25
1105565,P001,2025-03-13 23:31
7020641,M001,2025-03-14 23:30
1105941,C001,2018-10-24 00:21
1122272,R730,2025-03-14 23:30
1112396,R110,2020-05-13 23:28
1122273,R730,2025-03-14 23:30
1122274,R730,2025-03-14 23:30
1116657,R500,2023-12-21 00:26
1116658,R500,2023-12-21 00:26
1116659,R500,2023-12-21 00:26
1122928,R810,2025-03-14 23:30
1114760,I001,2025-03-14 23:30
1114307,T001,2025-03-14 23:30
1113992,R720,2025-03-14 23:30
7019678,M001,2025-03-14 23:30
1106290,R810,2025-03-14 23:30
1105968,R110,2018-10-24 00:21
1099254,R122,2023-12-21 00:26
1108005,R720,2021-01-27 23:35
1118678,U001,2023-12-21 00:26
1100690,R122,2023-12-21 00:26
1116664,R500,2023-12-21 00:26
1103850,R110,2023-12-21 00:26
1097831,R122,2023-12-21 00:26
1097972,R122,2023-12-21 00:26
1104312,R830,2025-03-14 23:30
1118025,R720,2025-03-14 23:30
1100049,R720,2025-03-14 23:30
1116941,R720,2025-03-14 23:30
1118273,R720,2025-03-14 23:30
7019204,W001,2017-06-19 11:44
1105162,R110,2023-12-21 00:26
1099934,R122,2023-12-21 00:26
1099934,R123,2023-12-21 00:26
1116660,R500,2023-12-21 00:27
1118150,R123,2025-03-14 23:30
1113598,S001,2025-03-14 23:30
1113599,S001,2025-03-14 23:30
7019158,W001,2025-03-14 23:30
1104268,R122,2023-12-21 00:27
7018899,W001,2025-03-14 23:30
1108962,R122,2023-12-21 00:27
1111223,J001,2025-03-15 23:30
1112952,R110,2023-12-21 00:27
1111586,J001,2025-03-15 23:30
1097225,R122,2023-12-21 00:27
1122641,J001,2025-03-15 23:30
1122954,A001,2025-03-17 23:30
1122955,A001,2025-03-17 23:30
1122956,A001,2025-03-17 23:30
1121472,P001,2025-03-17 23:30
1108154,R720,2021-01-27 23:35
1108155,R720,2021-01-27 23:35
1098244,R500,2025-03-17 23:30
1108090,R233,2025-03-17 23:30
1122960,A001,2025-03-17 23:30
1101651,R123,2023-12-21 00:28
1122961,A001,2025-03-17 23:30
1122962,A001,2025-03-17 23:30
1113052,R122,2023-12-21 00:28
1113052,R123,2023-12-21 00:28
1108274,R720,2021-01-27 23:35
1108275,R720,2021-01-27 23:35
1122963,A001,2025-03-17 23:30
1122964,A001,2025-03-17 23:30
1122965,A001,2025-03-17 23:30
1103159,I001,2017-11-14 23:30
1122967,A001,2025-03-17 23:30
1122968,A001,2025-03-17 23:30
7021166,A001,2025-03-17 23:30
1108334,R720,2021-01-27 23:35
1097013,R110,2023-12-21 00:28
1106038,R720,2018-10-24 00:21
7021167,A001,2025-03-17 23:30
7021168,A001,2025-03-17 23:30
1108398,R720,2021-01-27 23:35
1099306,R122,2023-12-21 00:28
1122969,R720,2025-03-17 23:30
1116502,R730,2025-03-17 23:30
1107427,R500,2023-12-21 00:28
1107428,R500,2023-12-21 00:28
1107429,R500,2023-12-21 00:28
1107438,R500,2023-12-21 00:28
1099068,S001,2025-03-17 23:30
1115876,R810,2025-03-17 23:30
1121262,J001,2025-03-17 23:30
7020338,R500,2023-12-21 00:28
1111270,R122,2023-12-21 00:28
1108360,R720,2017-11-15 23:30
1116647,R730,2025-03-17 23:31
1116676,R500,2023-12-21 00:28
1106070,R123,2018-10-24 00:22
1108326,R122,2023-12-21 00:28
1115149,R810,2025-03-17 23:31
1104507,R110,2023-12-21 00:29
1116663,R500,2023-12-21 00:29
1108498,R720,2021-01-27 23:35
1108998,R600,2023-12-21 00:29
1107793,R500,2023-12-21 00:29
1119064,T001,2025-03-17 23:31
1100396,S001,2020-05-14 23:27
1098359,R710,2025-03-17 23:30
1110441,R110,2020-05-14 23:27
1113455,R122,2023-12-21 00:29
1101911,R600,2023-12-21 00:29
1122636,R720,2025-03-17 23:30
1122953,A001,2025-03-17 23:30
1101175,R211,2023-12-21 00:29
1101175,R215,2023-12-21 00:29
1121464,P001,2025-03-17 23:30
1122957,A001,2025-03-17 23:30
1106136,R123,2018-10-24 00:22
1107435,R500,2023-12-21 00:29
1098010,R122,2025-03-17 23:30
1108669,R720,2021-01-27 23:35
1100819,R215,2023-12-21 00:29
1108671,R720,2021-01-27 23:35
1098012,R122,2025-03-17 23:30
1122959,A001,2025-03-17 23:30
1108673,R720,2021-01-27 23:35
1108674,R720,2021-01-27 23:35
1097970,R122,2025-03-17 23:30
1120091,R122,2025-03-17 23:30
1122966,A001,2025-03-17 23:30
1109274,R123,2025-03-17 23:30
1121476,R233,2025-03-17 23:30
1114700,R600,2023-12-21 00:29
1115296,R710,2023-12-21 00:29
1118742,I001,2025-03-17 23:30
1120247,R730,2025-03-17 23:30
1108718,I001,2025-03-17 23:30
1106170,R123,2018-10-24 00:22
1117785,R110,2025-03-17 23:30
1122865,E001,2025-03-17 23:30
1108821,R720,2021-01-27 23:36
1107207,R122,2023-12-21 00:30
1106190,R110,2018-10-24 00:22
1108868,R720,2021-01-27 23:36
1106193,R110,2018-10-24 00:22
1106196,R123,2018-10-24 00:22
1108875,R720,2021-01-27 23:36
1108876,R720,2021-01-27 23:36
1111522,J001,2023-12-20 23:48
1111527,J001,2023-12-20 23:48
1113149,J001,2023-12-20 23:48
1111941,J001,2023-12-20 23:48
1101010,I001,2017-09-29 23:32
1113261,J001,2023-12-20 23:48
1113262,J001,2023-12-20 23:48
1113263,J001,2023-12-20 23:48
1113265,J001,2023-12-20 23:48
1113269,J001,2023-12-20 23:48
1108390,J001,2023-12-20 23:48
1118445,J001,2023-12-20 23:48
1110403,J001,2023-12-20 23:48
1112815,J001,2023-12-20 23:49
1114229,J001,2023-12-20 23:49
1110666,R720,2019-08-21 23:29
1113212,J001,2023-12-20 23:49
1108542,C001,2018-04-19 23:31
1108543,C001,2018-04-19 23:31
1112850,J001,2023-12-20 23:49
1114425,T001,2021-03-17 23:30
1108785,J001,2023-12-20 23:49
1113693,J001,2023-12-20 23:49
1115474,R720,2021-03-18 23:30
1111363,I001,2019-08-21 23:29
1113701,J001,2023-12-20 23:49
1113958,J001,2023-12-20 23:49
1114782,R710,2021-03-18 23:30
1119591,J001,2023-12-20 23:49
1098605,J001,2023-12-20 23:49
1113674,J001,2023-12-20 23:49
1098858,J001,2023-12-20 23:49
1099849,J001,2023-12-20 23:49
1112206,J001,2023-12-20 23:49
1113959,J001,2023-12-20 23:49
1113965,J001,2023-12-20 23:49
1113966,J001,2023-12-20 23:49
1099758,J001,2023-12-20 23:49
1114463,J001,2023-12-20 23:49
1114464,J001,2023-12-20 23:49
1114598,J001,2023-12-20 23:49
1114600,J001,2023-12-20 23:49
1113876,J001,2023-12-20 23:50
1113881,J001,2023-12-20 23:50
1114406,J001,2023-12-20 23:50
1114456,J001,2023-12-20 23:50
1114457,J001,2023-12-20 23:50
1114458,J001,2023-12-20 23:50
1114459,J001,2023-12-20 23:50
1111377,R720,2019-08-21 23:30
1108336,J001,2023-12-20 23:50
1118597,J001,2023-12-20 23:50
1111846,J001,2023-12-20 23:50
1110324,R720,2019-08-21 23:30
1098607,J001,2023-12-20 23:50
1099146,J001,2023-12-20 23:50
1114928,J001,2023-12-20 23:50
1108292,J001,2023-12-20 23:50
1114440,J001,2023-12-20 23:50
1097143,R215,2019-08-21 23:37
1102975,G001,2021-03-19 23:30
1097144,R215,2019-08-21 23:37
1097209,T001,2019-08-21 23:37
1097212,T001,2019-08-21 23:37
1097213,T001,2019-08-21 23:37
1097215,T001,2019-08-21 23:37
1097249,T001,2019-08-21 23:37
1114441,J001,2023-12-20 23:50
1114442,J001,2023-12-20 23:50
1114443,J001,2023-12-20 23:50
1114444,J001,2023-12-20 23:50
1114445,J001,2023-12-20 23:50
1097699,R710,2019-08-21 23:37
1111837,J001,2023-12-20 23:50
1109419,J001,2023-12-20 23:50
1111927,J001,2023-12-20 23:50
1111928,J001,2023-12-20 23:50
1114078,J001,2023-12-20 23:50
1114079,J001,2023-12-20 23:50
1114080,J001,2023-12-20 23:50
1109116,J001,2023-12-20 23:50
1117427,J001,2023-12-20 23:50
1097804,I001,2019-08-21 23:38
1117429,J001,2023-12-20 23:50
1097860,C001,2019-08-21 23:38
1097861,T001,2019-08-21 23:38
1097862,T001,2019-08-21 23:38
1097863,T001,2019-08-21 23:38
1117562,J001,2023-12-20 23:50
1117565,J001,2023-12-20 23:50
1117566,J001,2023-12-20 23:50
1115208,J001,2023-12-20 23:50
1109109,J001,2023-12-20 23:50
1109132,J001,2023-12-20 23:50
1110941,J001,2023-12-20 23:50
1097875,T001,2019-08-21 23:38
1115395,T001,2021-03-19 23:30
1097882,T001,2019-08-21 23:38
1097883,T001,2019-08-21 23:38
1106752,P001,2018-04-23 23:31
1097888,T001,2019-08-21 23:38
1097897,T001,2019-08-21 23:38
1113129,T001,2021-03-19 23:30
1110951,J001,2023-12-20 23:50
1107600,J001,2023-12-20 23:50
1111629,J001,2023-12-20 23:50
1114455,J001,2023-12-20 23:50
1114477,J001,2023-12-20 23:50
1114085,J001,2023-12-20 23:50
1104513,R110,2018-10-24 00:14
1114086,J001,2023-12-20 23:50
1097917,R710,2019-08-21 23:38
1097919,T001,2019-08-21 23:38
1108148,G001,2018-04-24 23:31
1114933,J001,2023-12-20 23:50
1097921,T001,2019-08-21 23:38
1099790,J001,2023-12-20 23:50
1112527,J001,2023-12-20 23:50
1118881,J001,2023-12-20 23:50
1118882,J001,2023-12-20 23:50
1118883,J001,2023-12-20 23:51
1118884,J001,2023-12-20 23:51
1118933,J001,2023-12-20 23:51
1118942,J001,2023-12-20 23:51
1114535,J001,2023-12-20 23:51
1097964,T001,2019-08-21 23:38
1108727,R720,2018-04-24 23:31
1108438,R600,2021-03-19 23:30
1114863,J001,2023-12-20 23:51
1097965,T001,2019-08-21 23:38
1114577,J001,2023-12-20 23:51
1097992,T001,2019-08-21 23:38
1097994,T001,2019-08-21 23:38
1114223,J001,2023-12-20 23:51
1114224,J001,2023-12-20 23:51
1104545,I001,2018-10-24 00:15
1114226,J001,2023-12-20 23:51
1097996,T001,2019-08-21 23:38
1097998,T001,2019-08-21 23:38
1114234,J001,2023-12-20 23:51
1114235,J001,2023-12-20 23:51
1114236,J001,2023-12-20 23:51
1114237,J001,2023-12-20 23:51
1114238,J001,2023-12-20 23:51
1114239,J001,2023-12-20 23:51
1114240,J001,2023-12-20 23:51
1098032,T001,2019-08-21 23:38
1098033,T001,2019-08-21 23:38
1098034,T001,2019-08-21 23:38
1114247,J001,2023-12-20 23:51
1098035,T001,2019-08-21 23:38
1109883,J001,2023-12-20 23:51
1098038,T001,2019-08-21 23:38
1098039,T001,2019-08-21 23:38
1098040,T001,2019-08-21 23:38
1112333,J001,2023-12-20 23:51
1104596,I001,2018-10-24 00:15
1098041,T001,2019-08-21 23:38
1103545,J001,2023-12-20 23:51
1110280,J001,2023-12-20 23:51
1112457,J001,2023-12-20 23:51
1113150,J001,2023-12-20 23:51
1113698,J001,2023-12-20 23:51
1100054,R720,2017-12-05 23:30
1098042,T001,2019-08-21 23:38
1098044,I001,2019-08-21 23:38
1098045,T001,2019-08-21 23:38
1098046,T001,2019-08-21 23:38
7019807,I001,2017-12-05 23:30
1098047,T001,2019-08-21 23:38
1098048,T001,2019-08-21 23:38
1111940,J001,2023-12-20 23:51
1114949,J001,2023-12-20 23:51
1116617,J001,2023-12-20 23:51
1098049,T001,2019-08-21 23:38
1098050,T001,2019-08-21 23:38
1098051,T001,2019-08-21 23:38
1105946,J001,2023-12-20 23:51
1098052,T001,2019-08-21 23:38
1098053,T001,2019-08-21 23:38
1104622,R110,2018-10-24 00:15
1098054,T001,2019-08-21 23:38
1098055,T001,2019-08-21 23:38
1098056,T001,2019-08-21 23:38
1098057,T001,2019-08-21 23:38
1098058,T001,2019-08-21 23:38
1098059,T001,2019-08-21 23:38
1098060,T001,2019-08-21 23:39
1098061,T001,2019-08-21 23:39
1098062,T001,2019-08-21 23:39
1098076,T001,2019-08-21 23:39
1098079,T001,2019-08-21 23:39
1098080,T001,2019-08-21 23:39
1114580,J001,2023-12-20 23:51
1098081,T001,2019-08-21 23:39
1098082,T001,2019-08-21 23:39
1116884,J001,2023-12-20 23:51
1098083,T001,2019-08-21 23:39
1098084,T001,2019-08-21 23:39
1116885,J001,2023-12-20 23:51
1116886,J001,2023-12-20 23:51
1117814,J001,2023-12-20 23:51
1117815,J001,2023-12-20 23:51
1115875,J001,2023-12-20 23:51
1098088,T001,2019-08-21 23:39
1098089,T001,2019-08-21 23:39
1098092,T001,2019-08-21 23:39
1104647,J001,2018-10-24 00:15
1098345,R710,2018-04-09 23:33
1099115,A001,2017-09-29 23:38
1108019,R720,2017-12-18 23:30
1105581,P001,2024-09-12 00:05
1109051,R500,2023-12-21 00:30
1111030,R110,2024-06-11 23:30
1116877,R730,2024-10-31 23:30
1116878,R730,2024-10-31 23:30
1116898,R730,2024-10-31 23:30
1116899,R730,2024-10-31 23:30
1116900,R730,2024-10-31 23:30
1116901,R730,2024-10-31 23:30
1116902,R730,2024-10-31 23:30
1117446,R730,2022-04-14 23:30
1104780,R233,2022-04-14 23:30
1117447,R730,2022-04-14 23:30
1117449,R730,2022-04-14 23:30
1116903,R730,2024-10-31 23:30
7020819,M001,2024-10-31 23:30
1116904,R730,2024-10-31 23:30
1116905,R730,2024-10-31 23:30
1116906,R730,2024-10-31 23:30
1117276,R720,2022-04-14 23:30
1116910,R730,2024-10-31 23:30
1116911,R730,2024-10-31 23:30
1116912,R730,2024-10-31 23:30
1116913,R730,2024-10-31 23:30
1116916,R730,2024-10-31 23:30
1116917,R730,2024-10-31 23:30
1116923,R730,2024-10-31 23:30
1116924,R730,2024-10-31 23:30
1116925,R730,2024-10-31 23:30
1116937,R730,2024-10-31 23:30
1116938,R730,2024-10-31 23:30
1116939,R730,2024-10-31 23:30
1105351,R500,2018-10-24 00:18
1116940,R730,2024-10-31 23:30
1116946,R730,2024-10-31 23:30
1116947,R730,2024-10-31 23:30
1116999,R730,2024-10-31 23:30
1117000,R730,2024-10-31 23:30
1117001,R730,2024-10-31 23:30
1117002,R730,2024-10-31 23:30
1117504,R730,2024-10-31 23:30
1117505,R730,2024-10-31 23:30
1116207,R122,2023-12-21 00:30
1117516,R730,2024-10-31 23:30
1117517,R730,2024-10-31 23:30
1117518,R730,2024-10-31 23:30
1117519,R730,2024-10-31 23:30
1105371,R500,2018-10-24 00:18
1117520,R730,2024-10-31 23:30
1117521,R730,2024-10-31 23:30
1117694,R730,2024-10-31 23:30
1121608,A001,2024-10-31 23:30
1105380,I001,2018-10-24 00:18
1097222,R122,2022-04-15 23:30
1119919,R720,2024-10-31 23:30
1116936,R730,2024-10-31 23:30
1116219,P001,2024-10-31 23:30
1122089,M001,2024-10-31 23:30
7020487,M001,2022-04-15 23:30
1115701,R122,2023-12-21 00:30
1119309,P001,2024-10-31 23:30
1119836,I001,2024-10-31 23:30
1104097,P001,2024-10-31 23:31
1103862,R720,2024-11-01 23:31
7020495,M001,2024-11-01 23:31
1121977,M001,2024-11-01 23:31
1108483,R123,2023-12-21 00:30
1101520,J001,2024-11-01 23:31
1122029,R720,2024-11-01 23:31
1106880,R830,2024-11-01 23:31
1116636,R500,2022-04-18 23:30
1098006,R122,2023-12-21 00:30
1101857,R110,2024-11-01 23:31
1118903,J001,2024-11-01 23:31
1118955,R500,2024-11-01 23:31
1102958,R810,2024-11-01 23:31
1115714,R710,2022-04-19 23:30
1102958,R500,2024-11-01 23:31
1113960,J001,2024-11-01 23:31
1118748,R122,2024-11-04 23:30
1115366,R810,2024-11-01 23:31
1106664,S001,2024-11-01 23:31
1113988,R720,2024-11-01 23:31
1109712,J001,2019-08-21 23:44
7019426,I001,2018-04-30 23:31
1121905,M001,2024-11-01 23:31
7020128,M001,2024-11-01 23:31
1109716,J001,2019-08-21 23:44
1116880,R720,2024-11-01 23:31
1111631,J001,2024-11-04 23:30
1109828,R122,2019-08-21 23:44
1120110,I001,2024-11-04 23:30
1097346,J001,2024-11-04 23:30
1116205,A001,2024-11-04 23:30
1104383,R123,2024-11-04 23:30
1106634,R123,2024-11-04 23:30
7021059,W001,2024-11-04 23:30
1104631,S001,2024-11-04 23:30
1109235,I001,2024-11-04 23:30
1113893,R122,2023-12-21 00:31
1115860,I001,2024-11-04 23:30
1116967,R710,2022-04-21 23:30
1097555,R122,2022-04-21 23:30
1122107,R720,2024-11-05 23:30
1113962,J001,2024-11-04 23:30
1111620,J001,2024-11-04 23:30
1110032,R215,2019-08-21 23:44
1120763,T001,2024-11-05 23:30
1120100,J001,2024-11-05 23:30
1110080,I001,2019-08-21 23:44
1122092,E001,2024-11-05 23:30
1108287,J001,2017-12-21 23:29
1122093,E001,2024-11-05 23:30
1108295,J001,2017-12-21 23:29
1098377,R710,2022-04-25 23:30
1108598,J001,2024-11-05 23:30
1108216,J001,2017-12-21 23:29
1108217,J001,2017-12-21 23:29
1106762,T001,2024-11-05 23:30
1110304,R123,2019-08-21 23:45
1104035,R123,2024-11-05 23:30
1122106,R720,2024-11-05 23:30
1097893,I001,2024-11-05 23:30
1118532,A001,2024-11-05 23:30
1118533,A001,2024-11-05 23:30
1105517,R122,2017-12-21 23:30
1114977,R123,2024-11-05 23:30
1120941,R110,2024-11-05 23:31
1108252,R720,2024-11-05 23:31
1099231,S001,2024-11-05 23:31
1120567,S001,2024-11-05 23:31
1105540,I001,2018-10-24 00:19
1119060,R720,2024-11-06 23:30
1105548,I001,2018-10-24 00:19
1106095,R123,2024-11-06 23:30
7020365,G001,2022-04-25 23:30
1098379,R710,2024-11-06 23:30
1113209,J001,2024-11-06 23:30
7020688,W001,2022-04-25 23:30
1106373,R122,2023-12-21 00:32
1121837,R730,2024-11-06 23:30
1107873,R720,2024-11-06 23:30
1117289,R720,2022-04-25 23:30
1113471,J001,2024-11-06 23:30
1114671,R911,2023-12-21 00:32
1105854,R720,2024-11-06 23:30
1108064,S001,2024-11-06 23:30
1118064,R720,2024-11-06 23:30
1114032,J001,2024-11-06 23:30
1105670,R720,2024-11-06 23:30
7019717,W001,2017-12-26 23:30
1105209,R720,2024-11-06 23:30
1117473,R730,2022-04-25 23:30
1105208,R720,2024-11-06 23:30
1102029,R710,2023-06-14 23:30
1101781,R720,2024-09-12 00:03
1101753,J001,2024-09-12 00:03
1101268,P001,2020-03-04 23:28
1101899,I001,2020-03-04 23:28
1101780,R720,2024-09-12 00:03
1101782,R720,2024-09-12 00:03
1101783,R720,2024-09-12 00:03
1101784,R810,2024-09-12 00:03
1101786,R600,2024-09-12 00:03
1101805,P001,2024-09-12 00:03
1101807,R720,2024-09-12 00:03
1114707,P001,2020-12-21 23:30
1101808,R720,2024-09-12 00:03
1101527,R720,2020-12-21 23:30
1099299,R215,2018-10-24 00:04
1101809,R720,2024-09-12 00:03
1114986,R720,2020-12-22 23:30
1101810,R720,2024-09-12 00:03
1101815,R720,2024-09-12 00:03
1101845,R710,2024-09-12 00:03
1100611,R122,2020-03-05 23:28
1101847,R215,2024-09-12 00:03
1100595,R122,2020-03-05 23:28
1101849,R720,2024-09-12 00:03
1101850,R720,2024-09-12 00:03
1101874,I001,2024-09-12 00:03
1101896,I001,2024-09-12 00:03
1101919,J001,2024-09-12 00:03
1101935,I001,2024-09-12 00:03
1101956,R233,2024-09-12 00:03
1105130,R400,2020-03-05 23:28
1101977,R233,2024-09-12 00:03
1101984,R215,2024-09-12 00:03
1101985,R123,2024-09-12 00:03
1102009,R110,2024-09-12 00:03
1102009,R400,2024-09-12 00:03
1102013,R810,2024-09-12 00:03
1099310,R122,2018-10-24 00:04
1102019,R233,2024-09-12 00:03
1102022,J001,2024-09-12 00:03
1120037,R123,2023-07-24 23:30
1115003,A001,2020-12-24 23:30
1102041,R710,2024-09-12 00:03
1109086,S001,2023-07-24 23:30
1102042,R710,2024-09-12 00:03
1102044,R710,2024-09-12 00:03
1102049,R710,2024-09-12 00:03
1102064,R710,2024-09-12 00:03
1113154,I001,2020-12-22 23:30
1099315,R122,2018-10-24 00:04
1099317,R122,2018-10-24 00:04
1102078,R710,2024-09-12 00:03
1102110,R810,2024-09-12 00:03
1102113,R810,2024-09-12 00:03
1119605,P001,2023-07-24 23:30
1099332,R720,2018-10-24 00:04
1099333,R720,2018-10-24 00:04
1099334,R720,2018-10-24 00:04
1119490,P001,2023-07-24 23:30
1102335,S001,2024-09-12 00:03
1102507,R810,2024-09-12 00:03
1099010,G001,2023-07-24 23:30
1103098,S001,2023-07-24 23:30
1102667,R710,2024-09-12 00:03
1102668,R710,2024-09-12 00:03
1102669,R710,2024-09-12 00:03
1102671,R720,2024-09-12 00:03
1102732,A001,2024-09-12 00:03
1099337,R720,2018-10-24 00:04
1102741,A001,2024-09-12 00:03
1102742,A001,2024-09-12 00:03
1099338,R720,2018-10-24 00:04
1102759,A001,2024-09-12 00:03
1102928,K001,2024-09-12 00:03
1099340,R720,2018-10-24 00:04
1102931,K001,2024-09-12 00:03
1099341,R720,2018-10-24 00:04
1102946,R720,2024-09-12 00:03
1099342,R720,2018-10-24 00:04
1102950,C001,2024-09-12 00:03
1102953,R233,2024-09-12 00:03
1102955,J001,2024-09-12 00:03
1102959,R233,2024-09-12 00:03
1102965,R720,2024-09-12 00:03
1102971,I001,2024-09-12 00:03
1099345,R720,2018-10-24 00:04
1102972,I001,2024-09-12 00:03
1103006,G001,2024-09-12 00:03
1103007,G001,2024-09-12 00:03
1103008,G001,2024-09-12 00:03
1103010,E001,2024-09-12 00:03
1103054,R215,2024-09-12 00:03
1119698,I001,2023-07-26 23:30
1103071,J001,2024-09-12 00:03
1103075,S001,2024-09-12 00:03
1103077,R215,2024-09-12 00:03
1103078,R215,2024-09-12 00:03
1103093,U001,2024-09-12 00:03
1103131,K001,2024-09-12 00:03
1103150,R233,2024-09-12 00:03
1099353,R720,2018-10-24 00:04
1099354,R720,2018-10-24 00:04
1103154,I001,2024-09-12 00:03
1099355,R720,2018-10-24 00:04
1099356,R720,2018-10-24 00:04
7020576,M001,2023-07-25 23:31
1119231,R110,2023-07-25 23:31
1103165,G001,2024-09-12 00:03
1103166,R110,2024-09-12 00:03
1103166,E001,2024-09-12 00:03
1103167,R600,2024-09-12 00:03
1103173,R600,2024-09-12 00:03
1103186,W001,2024-09-12 00:03
1103195,R600,2024-09-12 00:03
1103217,E001,2024-09-12 00:03
1120050,R720,2023-07-26 23:30
1109873,R600,2020-12-22 23:31
1099367,R215,2018-10-24 00:04
1103244,R600,2024-09-12 00:03
1103317,X001,2024-09-12 00:03
7020671,A001,2023-07-26 23:30
1105362,R720,2023-07-26 23:30
1103321,A001,2024-09-12 00:03
7020243,M001,2020-12-23 23:30
1103322,T001,2024-09-12 00:03
1103322,C001,2024-09-12 00:03
1103323,J001,2024-09-12 00:03
1103328,E001,2024-09-12 00:03
1099410,R720,2018-10-24 00:04
1119699,I001,2023-07-26 23:30
7020669,A001,2023-07-26 23:30
1099414,R720,2018-10-24 00:04
1099421,R720,2018-10-24 00:04
1099425,R122,2018-10-24 00:04
1103339,R710,2024-09-12 00:03
1103350,P001,2024-09-12 00:03
1103396,R830,2024-09-12 00:03
1103397,R830,2024-09-12 00:03
1103404,R710,2024-09-12 00:03
1103429,X001,2024-09-12 00:03
1099427,R122,2018-10-24 00:04
1103445,R810,2024-09-12 00:03
1103447,S001,2024-09-12 00:03
1103456,I001,2024-09-12 00:03
1103467,R830,2024-09-12 00:03
1103926,R720,2023-07-26 23:30
1117181,R123,2023-07-26 23:30
1117182,R123,2023-07-26 23:30
1117183,R123,2023-07-26 23:30
1099412,R720,2020-12-23 23:30
1117103,R123,2023-07-26 23:30
1103488,J001,2024-09-12 00:03
1103504,J001,2024-09-12 00:03
1103512,R710,2024-09-12 00:03
1103551,R122,2024-09-12 00:03
1103553,R830,2024-09-12 00:03
1103569,R710,2024-09-12 00:04
1103570,R710,2024-09-12 00:04
1103571,J001,2024-09-12 00:04
1103576,X001,2024-09-12 00:04
1103577,G001,2024-09-12 00:04
1100360,S001,2020-03-09 23:28
1112832,M001,2020-12-23 23:31
1119407,P001,2023-07-27 23:30
1103589,J001,2024-09-12 00:04
1103590,J001,2024-09-12 00:04
1102262,C001,2020-12-23 23:31
1102124,C001,2020-12-23 23:31
1103592,G001,2024-09-12 00:04
1102258,C001,2020-12-23 23:31
1119260,A001,2023-07-27 23:30
1111780,T001,2020-12-24 23:30
1119276,A001,2023-07-27 23:30
1114321,T001,2020-12-24 23:30
1119261,A001,2023-07-27 23:30
7020260,M001,2020-12-24 23:30
1119262,A001,2023-07-27 23:30
1119263,A001,2023-07-27 23:30
1119264,A001,2023-07-27 23:30
1103600,A001,2024-09-12 00:04
1103626,E001,2024-09-12 00:04
1119265,A001,2023-07-27 23:30
1103632,J001,2024-09-12 00:04
7020241,M001,2020-12-24 23:30
1099649,J001,2018-10-24 00:04
1099650,J001,2018-10-24 00:04
1099651,J001,2018-10-24 00:04
1103633,J001,2024-09-12 00:04
1103634,J001,2024-09-12 00:04
1103635,J001,2024-09-12 00:04
1103636,J001,2024-09-12 00:04
1103667,E001,2024-09-12 00:04
1103668,E001,2024-09-12 00:04
1100149,R720,2023-07-27 23:31
1103669,E001,2024-09-12 00:04
1103691,S001,2024-09-12 00:04
7020329,R500,2020-12-24 23:30
1108011,R720,2023-07-27 23:31
1103696,R810,2024-09-12 00:04
1103697,R810,2024-09-12 00:04
1103700,J001,2024-09-12 00:04
1098484,I001,2020-03-10 23:28
1110971,I001,2020-03-10 16:02
1110971,S001,2020-03-10 16:02
1103701,J001,2024-09-12 00:04
7020213,M001,2020-12-24 23:30
1103702,J001,2024-09-12 00:04
1103703,J001,2024-09-12 00:04
1103816,C001,2024-09-12 00:04
1103835,R110,2024-09-12 00:04
1103836,T001,2024-09-12 00:04
1103837,T001,2024-09-12 00:04
1107593,R110,2020-12-28 23:30
1113665,R720,2023-07-27 23:31
1103838,T001,2024-09-12 00:04
1103844,R720,2024-09-12 00:04
1103847,R110,2024-09-12 00:04
1103860,T001,2024-09-12 00:04
1103869,P001,2024-09-12 00:04
1114041,R720,2023-07-27 23:31
1114415,I001,2020-12-28 23:30
1103880,T001,2024-09-12 00:04
1103881,T001,2024-09-12 00:04
1103882,T001,2024-09-12 00:04
1103883,T001,2024-09-12 00:04
1103884,T001,2024-09-12 00:04
1103885,T001,2024-09-12 00:04
1103886,R233,2024-09-12 00:04
1119302,P001,2023-07-27 23:31
1103896,T001,2024-09-12 00:04
1103897,T001,2024-09-12 00:04
1103898,T001,2024-09-12 00:04
1103899,T001,2024-09-12 00:04
1103900,T001,2024-09-12 00:04
1103904,R122,2024-09-12 00:04
1103946,K001,2024-09-12 00:04
1103967,E001,2024-09-12 00:04
1104006,E001,2024-09-12 00:04
1104011,S001,2024-09-12 00:04
1106069,R720,2020-03-11 23:28
1104012,S001,2024-09-12 00:04
1104013,R233,2024-09-12 00:04
1104034,S001,2024-09-12 00:04
1112847,R122,2020-03-11 23:28
1099908,R122,2018-10-24 00:04
1099066,I001,2020-03-11 23:28
1104149,G001,2024-09-12 00:04
1117417,R720,2023-07-28 23:30
1103903,R720,2023-07-28 23:30
1104150,G001,2024-09-12 00:04
1102641,T001,2018-04-03 23:44
1099370,R720,2018-10-24 00:04
1102888,R122,2018-10-24 00:10
1102889,R122,2018-10-24 00:10
1106779,R720,2024-09-12 00:07
1106774,R123,2024-09-12 00:07
1102891,R122,2018-10-24 00:10
1105021,W001,2020-03-04 10:39
1106780,R720,2024-09-12 00:07
1102911,P001,2018-10-24 00:10
1115887,R720,2021-09-02 23:30
1106781,R720,2024-09-12 00:07
1106783,R720,2024-09-12 00:07
1106784,R720,2024-09-12 00:07
1106786,R123,2024-09-12 00:07
